code,country,year,KOFGI,KOFGIdf,KOFGIdj,KOFEcGI,KOFEcGIdf,KOFEcGIdj,KOFTrGI,KOFTrGIdf,KOFTrGIdj,KOFFiGI,KOFFiGIdf,KOFFiGIdj,KOFSoGI,KOFSoGIdf,KOFSoGIdj,KOFIpGI,KOFIpGIdf,KOFIpGIdj,KOFInGI,KOFInGIdf,KOFInGIdj,KOFCuGI,KOFCuGIdf,KOFCuGIdj,KOFPoGI,KOFPoGIdf,KOFPoGIdj,YoY Change,volatility,Volatility,Calculated Volatility
BRA,Brazil,1995,49.0,45.0,54.0,30.0,24.0,36.0,30.0,20.0,40.0,30.0,28.0,33.0,35.0,27.0,44.0,23.0,12.0,34.0,43.0,31.0,55.0,40.0,37.0,44.0,82.0,84.0,80.0,2.071613578237619,30.54837430730232,0.0,30.54837430730232
BRA,Brazil,1996,50.0,46.0,55.0,31.0,25.0,37.0,29.0,20.0,39.0,33.0,30.0,35.0,36.0,27.0,46.0,23.0,12.0,35.0,46.0,31.0,60.0,41.0,37.0,44.0,84.0,87.0,81.0,58.43602290526362,30.54837430730232,0.0,30.54837430730232
BRA,Brazil,1997,52.0,48.0,56.0,32.0,26.0,38.0,29.0,20.0,38.0,34.0,32.0,37.0,40.0,31.0,48.0,24.0,11.0,37.0,53.0,44.0,63.0,42.0,38.0,45.0,83.0,86.0,81.0,50.672129969089205,30.54837430730232,0.0,30.54837430730232
BRA,Brazil,1998,52.0,48.0,57.0,34.0,27.0,40.0,28.0,19.0,36.0,39.0,35.0,44.0,41.0,32.0,49.0,25.0,12.0,39.0,54.0,45.0,63.0,43.0,40.0,45.0,83.0,84.0,82.0,-33.75954198473282,30.54837430730232,0.0,30.54837430730232
BRA,Brazil,1999,54.0,50.0,58.0,37.0,33.0,41.0,28.0,21.0,35.0,46.0,46.0,46.0,42.0,33.0,50.0,26.0,11.0,41.0,55.0,47.0,63.0,44.0,42.0,46.0,83.0,84.0,83.0,143.8778450014405,30.54837430730232,0.0,30.54837430730232
BRA,Brazil,2000,54.0,50.0,58.0,37.0,33.0,41.0,28.0,22.0,35.0,45.0,43.0,47.0,42.0,33.0,51.0,27.0,11.0,43.0,56.0,47.0,65.0,43.0,42.0,44.0,83.0,84.0,82.0,-8.889545186060243,30.54837430730232,0.0,30.54837430730232
BRA,Brazil,2001,56.0,52.0,59.0,40.0,37.0,43.0,32.0,24.0,39.0,48.0,50.0,47.0,44.0,35.0,53.0,28.0,11.0,45.0,60.0,53.0,66.0,44.0,41.0,47.0,83.0,84.0,82.0,-10.068071312803896,30.54837430730232,0.0,30.54837430730232
BRA,Brazil,2002,57.0,53.0,61.0,44.0,39.0,48.0,32.0,26.0,39.0,55.0,52.0,58.0,45.0,36.0,54.0,29.0,11.0,46.0,61.0,54.0,69.0,44.0,42.0,47.0,83.0,84.0,82.0,-16.35668973471741,30.54837430730232,0.0,30.54837430730232
BRA,Brazil,2003,57.0,53.0,61.0,42.0,39.0,45.0,32.0,26.0,37.0,52.0,52.0,53.0,45.0,36.0,55.0,30.0,12.0,47.0,62.0,55.0,68.0,44.0,40.0,49.0,83.0,84.0,82.0,93.44135137464448,30.54837430730232,0.0,30.54837430730232
BRA,Brazil,2004,58.0,54.0,62.0,42.0,38.0,46.0,34.0,27.0,40.0,50.0,50.0,51.0,47.0,38.0,57.0,31.0,13.0,50.0,64.0,57.0,70.0,47.0,43.0,50.0,84.0,85.0,83.0,14.600133660057924,30.54837430730232,0.0,30.54837430730232
BRA,Brazil,2005,59.0,54.0,63.0,43.0,36.0,50.0,34.0,26.0,43.0,51.0,46.0,56.0,48.0,38.0,57.0,33.0,14.0,51.0,64.0,58.0,70.0,47.0,43.0,50.0,86.0,88.0,83.0,30.265920223932817,30.54837430730232,0.0,30.54837430730232
BRA,Brazil,2006,60.0,55.0,65.0,43.0,35.0,50.0,34.0,25.0,44.0,52.0,46.0,57.0,50.0,40.0,60.0,33.0,14.0,53.0,68.0,62.0,73.0,50.0,44.0,55.0,86.0,88.0,83.0,35.44334019757065,30.54837430730232,0.0,30.54837430730232
BRA,Brazil,2007,62.0,57.0,67.0,45.0,36.0,53.0,35.0,24.0,45.0,54.0,47.0,61.0,54.0,47.0,61.0,35.0,15.0,55.0,78.0,82.0,74.0,51.0,45.0,56.0,87.0,89.0,85.0,38.41085869158054,30.54837430730232,0.0,30.54837430730232
BRA,Brazil,2008,62.0,58.0,66.0,42.0,35.0,49.0,35.0,25.0,44.0,49.0,44.0,55.0,56.0,49.0,63.0,36.0,16.0,56.0,80.0,83.0,77.0,52.0,48.0,56.0,87.0,89.0,86.0,-35.932500198997054,30.54837430730232,0.0,30.54837430730232
BRA,Brazil,2009,63.0,58.0,69.0,46.0,35.0,56.0,39.0,23.0,56.0,52.0,46.0,57.0,57.0,50.0,65.0,37.0,16.0,58.0,82.0,85.0,79.0,53.0,48.0,59.0,88.0,89.0,86.0,74.05079017990259,30.54837430730232,0.0,30.54837430730232
BRA,Brazil,2010,64.0,59.0,70.0,47.0,37.0,57.0,40.0,23.0,56.0,54.0,51.0,57.0,58.0,49.0,66.0,38.0,17.0,60.0,82.0,86.0,79.0,52.0,46.0,58.0,88.0,90.0,86.0,-0.1184952530516092,30.54837430730232,0.0,30.54837430730232
BRA,Brazil,2011,64.0,59.0,69.0,45.0,36.0,54.0,40.0,24.0,56.0,50.0,48.0,53.0,59.0,51.0,67.0,40.0,17.0,62.0,84.0,88.0,80.0,53.0,47.0,59.0,89.0,91.0,86.0,-17.342271518824504,30.54837430730232,0.0,30.54837430730232
BRA,Brazil,2012,64.0,59.0,69.0,44.0,36.0,53.0,40.0,25.0,56.0,48.0,47.0,50.0,60.0,50.0,69.0,41.0,18.0,63.0,85.0,90.0,80.0,53.0,44.0,63.0,89.0,91.0,87.0,8.163724083072509,30.54837430730232,0.0,30.54837430730232
BRA,Brazil,2013,64.0,59.0,69.0,43.0,35.0,51.0,40.0,25.0,55.0,45.0,44.0,47.0,61.0,51.0,70.0,42.0,19.0,65.0,84.0,88.0,80.0,55.0,45.0,65.0,89.0,91.0,87.0,-17.654676258992808,30.54837430730232,0.0,30.54837430730232
BRA,Brazil,2014,65.0,60.0,70.0,43.0,35.0,52.0,36.0,26.0,47.0,50.0,45.0,56.0,62.0,54.0,71.0,42.0,19.0,66.0,85.0,88.0,81.0,60.0,54.0,66.0,89.0,91.0,87.0,-5.81474362707981,30.54837430730232,0.0,30.54837430730232
BRA,Brazil,2015,63.0,60.0,67.0,38.0,36.0,41.0,38.0,27.0,49.0,39.0,45.0,33.0,62.0,52.0,71.0,41.0,19.0,64.0,85.0,88.0,81.0,59.0,49.0,68.0,90.0,91.0,89.0,-13.132833113456464,30.54837430730232,0.0,30.54837430730232
BRA,Brazil,2016,64.0,60.0,68.0,40.0,38.0,42.0,38.0,26.0,51.0,41.0,50.0,32.0,62.0,52.0,72.0,41.0,20.0,63.0,84.0,89.0,80.0,60.0,47.0,72.0,90.0,91.0,89.0,43.24766854132556,30.54837430730232,0.0,30.54837430730232
BRA,Brazil,2017,64.0,60.0,68.0,40.0,37.0,44.0,40.0,25.0,54.0,41.0,50.0,33.0,62.0,51.0,72.0,41.0,20.0,62.0,85.0,88.0,81.0,59.0,46.0,72.0,90.0,90.0,89.0,29.031309015008432,30.54837430730232,0.0,30.54837430730232
BRA,Brazil,2018,64.0,60.0,69.0,41.0,38.0,44.0,40.0,26.0,54.0,42.0,50.0,34.0,62.0,52.0,72.0,41.0,21.0,60.0,85.0,88.0,81.0,61.0,48.0,75.0,89.0,89.0,90.0,16.845673135189877,30.54837430730232,0.0,30.54837430730232
BRA,Brazil,2019,65.0,60.0,69.0,42.0,39.0,44.0,39.0,25.0,54.0,44.0,53.0,34.0,62.0,53.0,71.0,40.0,21.0,59.0,85.0,88.0,81.0,61.0,49.0,73.0,90.0,89.0,91.0,30.282485962613205,30.54837430730232,0.0,30.54837430730232
BRA,Brazil,2020,64.0,60.0,68.0,42.0,41.0,43.0,39.0,26.0,53.0,45.0,56.0,34.0,61.0,52.0,70.0,40.0,21.0,59.0,85.0,87.0,83.0,58.0,48.0,68.0,90.0,89.0,91.0,0.2374906281441546,30.54837430730232,0.0,30.54837430730232
CHN,China,1992,39.0,41.0,38.0,30.0,25.0,34.0,30.0,25.0,36.0,29.0,26.0,31.0,17.0,15.0,19.0,11.0,9.0,13.0,15.0,14.0,17.0,24.0,22.0,27.0,72.0,84.0,60.0,177.11999999999998,30.54837430730232,0.0,30.54837430730232
CHN,China,1993,42.0,44.0,40.0,34.0,31.0,37.0,35.0,34.0,37.0,32.0,28.0,36.0,18.0,16.0,21.0,12.0,9.0,14.0,18.0,16.0,20.0,25.0,23.0,28.0,74.0,84.0,64.0,2.439683553633732,30.54837430730232,0.0,30.54837430730232
CHN,China,1994,43.0,44.0,42.0,34.0,31.0,37.0,35.0,33.0,37.0,33.0,29.0,37.0,20.0,18.0,22.0,13.0,9.0,16.0,21.0,20.0,21.0,27.0,24.0,29.0,74.0,83.0,66.0,-22.309629451972658,30.54837430730232,0.0,30.54837430730232
CHN,China,1995,44.0,45.0,44.0,35.0,32.0,37.0,34.0,32.0,37.0,35.0,33.0,38.0,22.0,19.0,25.0,14.0,9.0,18.0,24.0,21.0,27.0,28.0,26.0,30.0,76.0,83.0,69.0,-14.290124409594672,30.54837430730232,0.0,30.54837430730232
CHN,China,1996,45.0,45.0,45.0,35.0,31.0,38.0,34.0,29.0,38.0,36.0,34.0,37.0,23.0,19.0,27.0,15.0,10.0,20.0,26.0,22.0,30.0,29.0,26.0,32.0,77.0,83.0,71.0,65.14371128079529,30.54837430730232,0.0,30.54837430730232
CHN,China,1997,47.0,46.0,48.0,36.0,34.0,39.0,38.0,35.0,41.0,34.0,32.0,37.0,25.0,20.0,29.0,16.0,11.0,21.0,27.0,23.0,32.0,31.0,27.0,34.0,79.0,83.0,75.0,30.21668247892606,30.54837430730232,0.0,30.54837430730232
CHN,China,1998,49.0,49.0,49.0,37.0,34.0,39.0,38.0,34.0,42.0,35.0,35.0,36.0,31.0,29.0,33.0,17.0,10.0,23.0,36.0,32.0,40.0,41.0,45.0,37.0,79.0,83.0,75.0,-3.969516790888528,30.54837430730232,0.0,30.54837430730232
CHN,China,1999,51.0,50.0,51.0,38.0,36.0,40.0,39.0,35.0,43.0,36.0,36.0,36.0,34.0,30.0,37.0,18.0,11.0,24.0,39.0,34.0,44.0,44.0,45.0,42.0,80.0,83.0,78.0,19.17502398186097,30.54837430730232,0.0,30.54837430730232
CHN,China,2000,52.0,51.0,53.0,40.0,39.0,40.0,43.0,40.0,47.0,36.0,38.0,34.0,36.0,31.0,41.0,21.0,12.0,29.0,42.0,36.0,48.0,46.0,46.0,45.0,81.0,83.0,79.0,51.72767053520468,30.54837430730232,0.0,30.54837430730232
CHN,China,2001,54.0,52.0,56.0,41.0,39.0,43.0,47.0,41.0,52.0,36.0,37.0,34.0,38.0,34.0,43.0,22.0,12.0,31.0,45.0,40.0,49.0,48.0,48.0,48.0,82.0,83.0,81.0,-20.6179948685302,30.54837430730232,0.0,30.54837430730232
CHN,China,2002,55.0,53.0,57.0,42.0,39.0,46.0,46.0,44.0,49.0,39.0,34.0,43.0,40.0,36.0,44.0,22.0,14.0,30.0,48.0,43.0,52.0,50.0,52.0,48.0,82.0,83.0,81.0,-17.516722662016925,30.54837430730232,0.0,30.54837430730232
CHN,China,2003,56.0,54.0,58.0,43.0,41.0,46.0,46.0,44.0,48.0,41.0,37.0,44.0,42.0,38.0,45.0,24.0,16.0,32.0,50.0,47.0,53.0,51.0,52.0,50.0,83.0,83.0,83.0,10.26700548742312,30.54837430730232,0.0,30.54837430730232
CHN,China,2004,58.0,57.0,60.0,46.0,43.0,50.0,52.0,50.0,54.0,41.0,36.0,46.0,44.0,42.0,46.0,26.0,17.0,36.0,53.0,52.0,53.0,53.0,57.0,49.0,85.0,85.0,85.0,-15.399722118313475,30.54837430730232,0.0,30.54837430730232
CHN,China,2005,60.0,59.0,61.0,50.0,47.0,53.0,52.0,50.0,54.0,48.0,44.0,51.0,45.0,44.0,46.0,28.0,19.0,37.0,54.0,54.0,53.0,54.0,59.0,49.0,85.0,85.0,85.0,-8.325305961310702,30.54837430730232,0.0,30.54837430730232
CHN,China,2006,61.0,60.0,62.0,50.0,48.0,53.0,53.0,50.0,56.0,48.0,46.0,49.0,46.0,45.0,47.0,28.0,19.0,38.0,55.0,57.0,54.0,54.0,59.0,49.0,87.0,86.0,88.0,133.90005684460752,30.54837430730232,0.0,30.54837430730232
CHN,China,2007,63.0,63.0,64.0,52.0,48.0,56.0,55.0,50.0,61.0,49.0,47.0,50.0,50.0,53.0,47.0,30.0,21.0,38.0,66.0,78.0,55.0,54.0,62.0,47.0,88.0,86.0,89.0,94.15882344277028,30.54837430730232,0.0,30.54837430730232
CHN,China,2008,62.0,62.0,62.0,47.0,45.0,48.0,52.0,46.0,59.0,41.0,45.0,38.0,51.0,55.0,47.0,31.0,23.0,39.0,68.0,79.0,57.0,55.0,64.0,46.0,88.0,87.0,89.0,-64.33173203661805,30.54837430730232,0.0,30.54837430730232
CHN,China,2009,62.0,61.0,62.0,46.0,43.0,49.0,48.0,37.0,60.0,44.0,48.0,39.0,51.0,55.0,48.0,31.0,23.0,39.0,69.0,79.0,58.0,54.0,62.0,46.0,89.0,87.0,90.0,72.47437151729126,30.54837430730232,0.0,30.54837430730232
CHN,China,2010,62.0,63.0,62.0,47.0,45.0,48.0,43.0,40.0,47.0,50.0,50.0,50.0,52.0,56.0,48.0,31.0,23.0,40.0,70.0,81.0,60.0,54.0,63.0,46.0,89.0,87.0,90.0,-13.431326608627035,30.54837430730232,0.0,30.54837430730232
CHN,China,2011,63.0,63.0,62.0,45.0,44.0,46.0,42.0,40.0,45.0,48.0,49.0,48.0,53.0,58.0,49.0,33.0,25.0,40.0,72.0,83.0,61.0,56.0,65.0,46.0,89.0,87.0,90.0,-22.744722372581982,30.54837430730232,0.0,30.54837430730232
CHN,China,2012,63.0,63.0,62.0,45.0,43.0,46.0,42.0,38.0,45.0,47.0,47.0,47.0,54.0,59.0,50.0,33.0,26.0,41.0,73.0,84.0,62.0,57.0,67.0,48.0,89.0,87.0,90.0,4.959919608737939,30.54837430730232,0.0,30.54837430730232
CHN,China,2013,63.0,63.0,63.0,45.0,43.0,48.0,42.0,37.0,46.0,49.0,49.0,49.0,56.0,60.0,52.0,34.0,27.0,42.0,74.0,85.0,63.0,60.0,69.0,52.0,89.0,87.0,90.0,-7.360594469013915,30.54837430730232,0.0,30.54837430730232
CHN,China,2014,64.0,64.0,64.0,46.0,43.0,50.0,43.0,37.0,49.0,49.0,48.0,50.0,57.0,61.0,53.0,34.0,26.0,42.0,74.0,86.0,63.0,62.0,70.0,54.0,89.0,88.0,89.0,58.838337149602495,30.54837430730232,0.0,30.54837430730232
CHN,China,2015,64.0,64.0,63.0,43.0,41.0,46.0,41.0,34.0,47.0,46.0,48.0,44.0,57.0,61.0,53.0,34.0,27.0,42.0,75.0,86.0,63.0,63.0,72.0,55.0,90.0,88.0,91.0,-1.6194501152059892,30.54837430730232,0.0,30.54837430730232
CHN,China,2016,64.0,63.0,64.0,44.0,40.0,47.0,40.0,32.0,49.0,47.0,48.0,46.0,58.0,62.0,54.0,34.0,26.0,42.0,76.0,88.0,64.0,64.0,72.0,55.0,90.0,88.0,91.0,-4.864270415561888,30.54837430730232,0.0,30.54837430730232
CHN,China,2017,65.0,64.0,65.0,45.0,40.0,50.0,43.0,32.0,54.0,47.0,48.0,46.0,58.0,63.0,54.0,34.0,26.0,42.0,77.0,89.0,65.0,64.0,72.0,56.0,90.0,89.0,91.0,6.773289250590175,30.54837430730232,0.0,30.54837430730232
DEU,Germany,1992,76.0,67.0,85.0,66.0,42.0,89.0,60.0,31.0,89.0,72.0,53.0,90.0,71.0,67.0,74.0,61.0,61.0,62.0,66.0,61.0,71.0,85.0,81.0,89.0,93.0,92.0,93.0,-4.407266371184226,30.54837430730232,0.0,30.54837430730232
DEU,Germany,1993,77.0,69.0,86.0,66.0,43.0,90.0,61.0,31.0,90.0,72.0,54.0,90.0,69.0,67.0,71.0,61.0,61.0,61.0,66.0,60.0,71.0,82.0,81.0,82.0,96.0,95.0,96.0,48.10944948736369,30.54837430730232,0.0,30.54837430730232
DEU,Germany,1994,77.0,68.0,86.0,67.0,43.0,90.0,61.0,32.0,89.0,72.0,54.0,90.0,70.0,68.0,71.0,60.0,61.0,59.0,66.0,60.0,72.0,83.0,83.0,82.0,95.0,93.0,96.0,-8.311287477954144,30.54837430730232,0.0,30.54837430730232
DEU,Germany,1995,77.0,69.0,86.0,67.0,44.0,90.0,61.0,33.0,89.0,73.0,55.0,90.0,70.0,69.0,71.0,61.0,62.0,60.0,66.0,61.0,71.0,83.0,84.0,82.0,94.0,92.0,96.0,9.877369559990369,30.54837430730232,0.0,30.54837430730232
DEU,Germany,1996,78.0,69.0,86.0,68.0,46.0,90.0,62.0,35.0,89.0,74.0,57.0,91.0,70.0,70.0,71.0,61.0,62.0,60.0,66.0,62.0,71.0,83.0,85.0,81.0,95.0,92.0,98.0,24.67942249899002,30.54837430730232,0.0,30.54837430730232
DEU,Germany,1997,79.0,71.0,87.0,72.0,51.0,92.0,66.0,39.0,92.0,77.0,63.0,92.0,71.0,70.0,73.0,61.0,62.0,60.0,70.0,63.0,78.0,83.0,85.0,81.0,95.0,93.0,97.0,53.19783066554338,30.54837430730232,0.0,30.54837430730232
DEU,Germany,1998,80.0,72.0,88.0,74.0,54.0,93.0,67.0,40.0,94.0,80.0,68.0,93.0,72.0,70.0,74.0,61.0,63.0,60.0,71.0,63.0,80.0,83.0,86.0,81.0,95.0,93.0,98.0,20.348283589500447,30.54837430730232,0.0,30.54837430730232
DEU,Germany,1999,81.0,74.0,89.0,75.0,57.0,94.0,69.0,42.0,95.0,82.0,72.0,93.0,73.0,71.0,75.0,63.0,64.0,62.0,72.0,62.0,83.0,84.0,87.0,81.0,95.0,93.0,97.0,28.528126947279443,30.54837430730232,0.0,30.54837430730232
DEU,Germany,2000,84.0,77.0,90.0,79.0,63.0,95.0,72.0,48.0,96.0,86.0,78.0,93.0,75.0,73.0,78.0,65.0,64.0,66.0,77.0,67.0,88.0,84.0,87.0,81.0,96.0,94.0,98.0,-6.827972163962926,30.54837430730232,0.0,30.54837430730232
DEU,Germany,2001,84.0,77.0,90.0,79.0,64.0,94.0,72.0,49.0,94.0,86.0,78.0,93.0,76.0,74.0,79.0,66.0,65.0,67.0,79.0,69.0,88.0,85.0,88.0,82.0,96.0,94.0,98.0,-17.83739337015665,30.54837430730232,0.0,30.54837430730232
DEU,Germany,2002,82.0,77.0,87.0,78.0,65.0,91.0,72.0,49.0,96.0,83.0,80.0,86.0,73.0,75.0,72.0,67.0,65.0,68.0,69.0,70.0,67.0,85.0,88.0,82.0,95.0,93.0,98.0,-39.91656036743424,30.54837430730232,0.0,30.54837430730232
DEU,Germany,2003,84.0,78.0,91.0,78.0,65.0,92.0,73.0,49.0,97.0,84.0,81.0,86.0,79.0,76.0,81.0,68.0,67.0,69.0,79.0,71.0,87.0,89.0,90.0,88.0,96.0,94.0,99.0,29.4186226264396,30.54837430730232,0.0,30.54837430730232
DEU,Germany,2004,85.0,79.0,91.0,79.0,67.0,91.0,74.0,52.0,96.0,84.0,83.0,86.0,80.0,77.0,82.0,69.0,67.0,70.0,80.0,72.0,88.0,90.0,92.0,89.0,96.0,93.0,99.0,6.794321264153291,30.54837430730232,0.0,30.54837430730232
DEU,Germany,2005,86.0,80.0,91.0,80.0,70.0,91.0,75.0,56.0,94.0,85.0,84.0,87.0,81.0,79.0,83.0,71.0,70.0,71.0,81.0,73.0,89.0,92.0,93.0,90.0,96.0,93.0,99.0,26.993875237683284,30.54837430730232,0.0,30.54837430730232
DEU,Germany,2006,86.0,82.0,90.0,81.0,72.0,89.0,75.0,59.0,91.0,87.0,86.0,87.0,82.0,80.0,84.0,72.0,72.0,72.0,82.0,75.0,89.0,92.0,94.0,90.0,96.0,94.0,99.0,22.589989321061733,30.54837430730232,0.0,30.54837430730232
DEU,Germany,2007,88.0,85.0,90.0,81.0,74.0,88.0,75.0,59.0,91.0,86.0,88.0,85.0,85.0,86.0,84.0,73.0,74.0,73.0,90.0,91.0,89.0,92.0,93.0,90.0,98.0,96.0,100.0,18.978526371714462,30.54837430730232,0.0,30.54837430730232
DEU,Germany,2008,87.0,84.0,90.0,79.0,72.0,87.0,74.0,60.0,88.0,84.0,84.0,85.0,85.0,87.0,84.0,75.0,75.0,74.0,91.0,92.0,89.0,91.0,94.0,89.0,97.0,94.0,100.0,-37.43865838362607,30.54837430730232,0.0,30.54837430730232
DEU,Germany,2009,87.0,84.0,90.0,78.0,70.0,86.0,73.0,56.0,89.0,83.0,84.0,83.0,86.0,87.0,85.0,75.0,76.0,74.0,91.0,92.0,90.0,91.0,93.0,90.0,97.0,93.0,100.0,21.621051850106745,30.54837430730232,0.0,30.54837430730232
DEU,Germany,2010,87.0,84.0,89.0,78.0,72.0,83.0,75.0,61.0,89.0,80.0,84.0,77.0,86.0,88.0,85.0,77.0,77.0,76.0,91.0,93.0,90.0,92.0,93.0,90.0,96.0,93.0,100.0,15.565372602727145,30.54837430730232,0.0,30.54837430730232
DEU,Germany,2011,87.0,85.0,89.0,78.0,73.0,83.0,76.0,63.0,88.0,80.0,83.0,78.0,87.0,88.0,85.0,77.0,78.0,77.0,91.0,93.0,90.0,92.0,93.0,90.0,97.0,93.0,100.0,-11.776838286493108,30.54837430730232,0.0,30.54837430730232
DEU,Germany,2012,87.0,85.0,89.0,78.0,74.0,82.0,75.0,64.0,87.0,81.0,84.0,78.0,87.0,88.0,86.0,78.0,78.0,77.0,92.0,94.0,90.0,92.0,93.0,92.0,97.0,94.0,100.0,26.14435662432621,30.54837430730232,0.0,30.54837430730232
DEU,Germany,2013,87.0,85.0,89.0,78.0,74.0,82.0,75.0,64.0,87.0,81.0,84.0,78.0,87.0,89.0,86.0,79.0,80.0,78.0,91.0,93.0,90.0,92.0,93.0,91.0,97.0,94.0,100.0,20.84208888391468,30.54837430730232,0.0,30.54837430730232
DEU,Germany,2014,88.0,85.0,90.0,79.0,74.0,85.0,77.0,64.0,90.0,81.0,83.0,80.0,88.0,89.0,86.0,78.0,79.0,77.0,92.0,94.0,90.0,92.0,92.0,92.0,97.0,94.0,99.0,3.879669660980145,30.54837430730232,0.0,30.54837430730232
DEU,Germany,2015,88.0,86.0,90.0,79.0,75.0,83.0,78.0,67.0,89.0,81.0,84.0,77.0,88.0,89.0,86.0,78.0,79.0,76.0,92.0,95.0,90.0,93.0,92.0,93.0,97.0,94.0,100.0,5.312075945157924,30.54837430730232,0.0,30.54837430730232
DEU,Germany,2016,88.0,86.0,91.0,80.0,75.0,85.0,78.0,66.0,91.0,82.0,84.0,80.0,88.0,89.0,87.0,78.0,79.0,77.0,92.0,95.0,88.0,94.0,92.0,95.0,97.0,95.0,100.0,12.786475623469371,30.54837430730232,0.0,30.54837430730232
DEU,Germany,2017,89.0,87.0,91.0,81.0,76.0,86.0,79.0,67.0,91.0,82.0,85.0,80.0,88.0,89.0,87.0,77.0,78.0,76.0,92.0,95.0,88.0,95.0,94.0,95.0,98.0,96.0,100.0,10.976235371816443,30.54837430730232,0.0,30.54837430730232
DEU,Germany,2018,89.0,87.0,91.0,81.0,76.0,85.0,79.0,68.0,90.0,82.0,85.0,80.0,88.0,89.0,87.0,77.0,79.0,75.0,92.0,95.0,89.0,95.0,93.0,97.0,98.0,96.0,100.0,-17.800719269635977,30.54837430730232,0.0,30.54837430730232
DEU,Germany,2019,89.0,87.0,91.0,81.0,76.0,85.0,79.0,68.0,91.0,83.0,85.0,80.0,88.0,89.0,87.0,76.0,77.0,76.0,92.0,95.0,89.0,95.0,94.0,97.0,97.0,95.0,100.0,26.51880542787984,30.54837430730232,0.0,30.54837430730232
DEU,Germany,2020,88.0,86.0,91.0,80.0,75.0,85.0,77.0,64.0,91.0,83.0,85.0,80.0,88.0,88.0,87.0,76.0,77.0,74.0,92.0,95.0,89.0,95.0,94.0,97.0,98.0,96.0,100.0,2.5460315420744006,30.54837430730232,0.0,30.54837430730232
FRA,France,1992,77.0,71.0,82.0,67.0,50.0,84.0,60.0,34.0,87.0,73.0,66.0,80.0,67.0,67.0,67.0,61.0,59.0,63.0,63.0,60.0,67.0,76.0,81.0,71.0,96.0,98.0,95.0,5.326018629635976,30.54837430730232,0.0,30.54837430730232
FRA,France,1993,78.0,73.0,83.0,70.0,53.0,86.0,61.0,35.0,88.0,78.0,71.0,85.0,67.0,66.0,68.0,60.0,58.0,62.0,64.0,59.0,68.0,76.0,81.0,72.0,97.0,99.0,96.0,24.279751505615543,30.54837430730232,0.0,30.54837430730232
FRA,France,1994,77.0,71.0,84.0,66.0,46.0,86.0,59.0,32.0,85.0,73.0,60.0,86.0,68.0,67.0,69.0,61.0,59.0,63.0,66.0,60.0,73.0,76.0,82.0,70.0,98.0,99.0,97.0,-17.667863543706297,30.54837430730232,0.0,30.54837430730232
FRA,France,1995,77.0,71.0,84.0,66.0,47.0,86.0,59.0,33.0,85.0,73.0,60.0,86.0,68.0,68.0,68.0,62.0,59.0,64.0,65.0,60.0,70.0,77.0,83.0,71.0,98.0,99.0,97.0,1.193064319423076,30.54837430730232,0.0,30.54837430730232
FRA,France,1996,78.0,72.0,84.0,67.0,47.0,86.0,60.0,34.0,85.0,74.0,61.0,88.0,71.0,73.0,69.0,69.0,75.0,64.0,65.0,60.0,70.0,78.0,85.0,72.0,97.0,95.0,98.0,18.266610773422755,30.54837430730232,0.0,30.54837430730232
FRA,France,1997,80.0,73.0,86.0,70.0,52.0,89.0,63.0,37.0,89.0,78.0,68.0,88.0,72.0,73.0,70.0,70.0,75.0,65.0,66.0,60.0,72.0,79.0,85.0,74.0,96.0,95.0,98.0,34.63447053610986,30.54837430730232,0.0,30.54837430730232
FRA,France,1998,80.0,73.0,86.0,72.0,55.0,90.0,64.0,38.0,91.0,81.0,73.0,89.0,70.0,68.0,71.0,63.0,60.0,66.0,67.0,60.0,74.0,80.0,86.0,74.0,97.0,95.0,98.0,36.48928818244646,30.54837430730232,0.0,30.54837430730232
